слово idf tf-idf
dedsvi 2.1172712956557644 0.0024350446183505053
deep 1.816241299991783 0.003952080838455656
deepcool 2.1172712956557644 0.0004430364711562596
deepfake 2.1172712956557644 0.0018605195919646435
deere 2.1172712956557644 0.0024850602061687378
delfast 2.1172712956557644 0.003875420309315005
deliverance 2.1172712956557644 0.0013291094134687787
delo 2.1172712956557644 0.00904264738840168
delo@sobesednik 2.1172712956557644 0.0016174723419830133
democracy 2.1172712956557644 0.001518845979666976
denisko 2.1172712956557644 0.002190658350393962
depositphotos 2.1172712956557644 0.0011085190029611334
der 2.1172712956557644 0.000629017021882283
description 2.1172712956557644 0.06994797164809387
design 1.6401500409361018 0.0019987861151992774
designed 2.1172712956557644 0.0019496052446185677
desktop 2.1172712956557644 0.0004430364711562596
desperados 2.1172712956557644 0.0018904207996926468
destiny 2.1172712956557644 0.0005997935681744375
destruction 2.1172712956557644 0.0008448808043319092
deutsch 2.1172712956557644 0.001209869311803294
devil 1.816241299991783 0.0026735138625974698
dexter 2.1172712956557644 0.0018904207996926468
dezinfo 2.1172712956557644 0.001095329175196981
dfb 2.1172712956557644 0.0026598885623816135
diablo 1.816241299991783 0.0023464011207994405
dice 2.1172712956557644 0.0018605195919646435
die 2.1172712956557644 0.0008448808043319092
digest 2.1172712956557644 0.0008448808043319092
digital 1.816241299991783 0.0018328970053241205
dimensity 2.1172712956557644 0.0008860729423125191
dimm 2.1172712956557644 0.0008860729423125191
dinos 2.1172712956557644 0.0004430364711562596
dion 2.1172712956557644 0.0004430364711562596
dior 2.1172712956557644 0.008070919805549293
dios 2.1172712956557644 0.00139019783037148
diplomatiyasının 2.1172712956557644 0.0007847558545796014
direct 2.1172712956557644 0.0008448808043319092
dirt 2.1172712956557644 0.0018605195919646435
disable 2.1172712956557644 0.001209869311803294
disciples 2.1172712956557644 0.0008448808043319092
disco 2.1172712956557644 0.004226090410490548
discord 2.1172712956557644 0.0008860729423125191
discovery 2.1172712956557644 0.0005997935681744375
diver 2.1172712956557644 0.0008860729423125191
divinity 2.1172712956557644 0.002271750317227215
division 1.4183012913197455 0.007452642084510717
diyana 2.1172712956557644 0.0008472474172291976
dj 2.1172712956557644 0.0008472474172291976
dji 2.1172712956557644 0.0008448808043319092
djmaksatmusic 2.1172712956557644 0.0016944948344583951
djonni 2.1172712956557644 0.001095329175196981
dmark 2.1172712956557644 0.0017721458846250383
dmitriy 1.816241299991783 0.001854964089520664
dn 2.1172712956557644 0.0013299442811908068
dnews 2.1172712956557644 0.006759046434655274
dns 1.816241299991783 0.0037794258431402654
dog 2.1172712956557644 0.001973225811421961
dogg 2.1172712956557644 0.0018904207996926468
dogs 2.1172712956557644 0.0004430364711562596
dom 2.1172712956557644 0.0011085190029611334
domain 2.1172712956557644 0.05649643863884505
domino 2.1172712956557644 0.0038425976327690825
doom 1.515211304327802 0.005882165439403207
dorotheaиталия 2.1172712956557644 0.0012800914725851055
dota 1.515211304327802 0.04068335121899502
dpc 2.1172712956557644 0.009452103998463234
dr 1.816241299991783 0.0013234182239911544
dragon 1.6401500409361018 0.007392249281781587
dragoon 2.1172712956557644 0.0018904207996926468
dream 2.1172712956557644 0.0018904207996926468
dreamhack 2.1172712956557644 0.0018904207996926468
drive 2.1172712956557644 0.002900371637884609
ds 2.1172712956557644 0.0019824637599773075
dsraider 2.1172712956557644 0.0018870510656468487
dual 2.1172712956557644 0.0008448808043319092
dummyвойтинапомнить 2.1172712956557644 0.0037876051800639792
dummyвыслать 2.1172712956557644 0.0037876051800639792
dummyзарегистрироватьсярегистрацияпоздравляем 2.1172712956557644 0.0037876051800639792
dunlop 2.1172712956557644 0.001809633586030568
duo 1.816241299991783 0.004074502842633986
duster 1.816241299991783 0.005706075682496666
duty 2.1172712956557644 0.0018605195919646435
dying 2.1172712956557644 0.0018605195919646435
dynamics 2.1172712956557644 0.001261782655337166
dzinaraбеларусь 2.1172712956557644 0.0012800914725851055
dövlət 2.1172712956557644 0.0007847558545796014
e 0.6548732977568082 0.026391254008514144
e& 2.1172712956557644 0.0010120799692427173
ea 1.6401500409361018 0.0057446074712079985
ea@business 2.1172712956557644 0.0009141931328392765
eagles 2.1172712956557644 0.0008472474172291976
earth 1.6401500409361018 0.005269129906443518
earthblood 2.1172712956557644 0.0008448808043319092
earthworm 2.1172712956557644 0.001095329175196981
ebitdar 1.816241299991783 0.003959871276730812
eclipse 2.1172712956557644 0.002900371637884609
ecosystem 2.1172712956557644 0.0014521750999010729
ed 2.1172712956557644 0.0010120799692427173
edition 1.4183012913197455 0.0061501568111642065
editor 2.1172712956557644 0.001209869311803294
editor@sportbox 2.1172712956557644 0.0014551692753647866
effect 2.1172712956557644 0.0008448808043319092
eg 1.816241299991783 0.011760246066141736
eg@eg 2.1172712956557644 0.0024821468882248116
eip 2.1172712956557644 0.0008860729423125191
ekonomika 2.1172712956557644 0.0012918067697716682
ekwb 2.1172712956557644 0.0004430364711562596
elden 1.3391200452721206 0.012241293770783344
elder 2.1172712956557644 0.0022151823557812977
electronic 1.6401500409361018 0.0030331392533648983
elviraшвеция 2.1172712956557644 0.0012800914725851055
elysium 2.1172712956557644 0.004226090410490548
email 1.1630287862164395 0.019759680718488694
emilienфранция 2.1172712956557644 0.0012800914725851055
eml 2.1172712956557644 0.0019496052446185677
empire 2.1172712956557644 0.001942450729959417
empor 2.1172712956557644 0.006087611545876264
en 1.515211304327802 0.004892880243684951
enable 1.816241299991783 0.11180808754648663
end 2.1172712956557644 0.0015765236750973674
endowment 2.1172712956557644 0.001518845979666976
energy 1.816241299991783 0.005775666287681492
energyhub 2.1172712956557644 0.0013793298343034296
eng 1.6401500409361018 0.003364176132779513
enginepeugeot 2.1172712956557644 0.002686892507177366
